Date;ADS GY Equity;AI FP Equity;AIR FP Equity;ALV GY Equity;ABI BB Equity;ASML NA Equity;CS FP Equity;BBVA SM Equity;SAN SM  Equity;BAS GY Equity;BAYN GY Equity;BMW GY Equity;BNP FP Equity;CRH ID Equity;BN FP Equity;DB1 GY Equity;DHL GR EQUITY;DTE GY Equity;ENEL IM Equity;ENI IM Equity;EL FP Equity;RMS FP Equity;IBE SM Equity;ITX SM Equity;IFX GY Equity;INGA NA Equity;ISP IM Equity;KER FP Equity;AD NA Equity;OR FP Equity;MC FP Equity;MBG GY Equity;MUV2 GY Equity;NOKIA FH Equity;NDA FH Equity;RI FP Equity;SAF FP Equity;SAN FP Equity;SAP GY Equity;SU FP Equity;SIE GY Equity;TTE FP Equity;DG FP Equity;VOW3 GY Equity
09/04/2020;224,3;107,68;61;164,88;43,62;255,65;15,53;3;2,07;46,9;57,47;50,82;28,41;27,37;58,6;132,65;25,81;12,37;6,45;9,31;106,7;641,8;9,11;25,26;16,23;5,41;1,45;473,7;22,42;244,8;347,4;25,05;192,35;2,98;5,2;139,5;79,6;81,68;110;80,26;73,62;33,63;76,5;122,54
10/04/2020;224,3;107,68;61;164,88;43,62;255,65;15,53;3;2,07;46,9;57,47;50,82;28,41;27,37;58,6;132,65;25,81;12,37;6,45;9,31;106,7;641,8;9,11;25,26;16,23;5,41;1,45;473,7;22,42;244,8;347,4;25,05;192,35;2,98;5,2;139,5;79,6;81,68;110;80,26;73,62;33,63;76,5;122,54
13/04/2020;224,3;107,68;61;164,88;43,62;255,65;15,53;3;2,07;46,9;57,47;50,82;28,41;27,37;58,6;132,65;26,41;12,37;6,45;9,31;106,7;641,8;9,11;26,36;16,23;5,41;1,45;473,7;22,42;244,8;347,4;25,05;192,35;2,98;5,2;139,5;79,6;81,68;110;80,26;73,62;33,63;76,5;122,54
14/04/2020;224,9;113,36;60;167,7;43,61;263,25;15,49;2,94;2,03;46,55;58,89;51,36;27,81;25,95;61,26;135,65;26,41;12,52;6,45;9,17;107,8;672,8;9,08;25,76;16,84;5,1;1,41;483,75;22,19;250,5;352;24,68;193;3,08;5,32;137,05;79,76;82,2;112;82,3;74,94;32,66;77,04;123,14
15/04/2020;214,3;109,55;54,8;161,36;41,9;254,85;14,92;2,73;1,92;43,98;56,66;48,59;25,82;23,78;62;133,85;25,32;12,2;6,21;8,58;105,1;675,6;8,9;24,47;15,3;4,67;1,35;475;22,14;245,9;342;23,19;191,4;2,93;5;135,15;74;82,36;108,3;79,22;71,11;30,69;70,56;116,2
16/04/2020;211,7;108,95;53,2;158,8;42,09;267,55;14,71;2,62;1,89;43,59;57,07;49,34;24,9;24,86;62,04;138,85;25,5;12,21;6,25;8,45;106,55;668,6;8,89;25,55;15,53;4,6;1,36;477,25;22,08;244,5;342,8;23,24;188,6;3,15;4,83;137;75,04;84,37;110,1;79,5;70,41;30,02;71,08;117,14
17/04/2020;218,7;109,82;56,8;163,9;41,8;271,55;14,92;2,66;1,88;45,58;58,57;51,91;25,47;25,51;63,62;139,6;26,31;12,51;6,21;8,59;111,1;684,8;8,98;25,06;16,55;4,84;1,38;503,4;22,31;247,6;358;24,38;195,45;3,19;5,1;139,95;80,5;86,1;113,06;82,88;72,87;31,02;76,46;124,6
20/04/2020;221,6;110,5;55,62;165,8;41,25;273,05;14,91;2,66;1,87;45,51;58,6;51,37;25,7;25,21;64,6;137,9;26,16;12,67;6,19;8,43;110,25;694,8;8,99;24,35;16,51;4,74;1,38;508,9;22,61;255,7;360,45;24,07;200,3;3,22;5,09;140,45;80,9;87,92;113,74;85,66;73,26;30,87;75,8;124,74
21/04/2020;211,2;105,23;51,96;161,3;38,27;258,6;14,68;2,48;1,79;43;58,04;48,56;24,67;24,37;62,84;133,15;25,85;12,21;6,01;7,96;105,85;669,2;8,74;24;15,17;4,53;1,32;489;22,6;245,8;350;23,03;197,85;3,09;4,85;138,2;73,92;87,61;106,28;81,26;70,18;29,7;70;116,5
22/04/2020;206,8;106,77;53,53;161,06;38,57;268,2;14,73;2,59;1,84;44,07;59,6;49,02;25,54;26,11;62,4;136,4;26,36;12,57;5,99;8,35;104,7;672,6;8,99;23,45;16,03;4,72;1,34;464,95;22,96;248,1;353,45;23,38;196,1;3,11;5,02;136,5;75;87,68;108,24;82,56;71,52;31,12;71,88;118,78
23/04/2020;208,4;106,91;54,25;159,3;39,33;269,65;14,76;2,7;1,91;44,95;59,89;50,27;27,13;25,85;61,94;137,6;26,02;12,58;5,93;8,47;106,1;701;8,85;22,99;15,77;4,91;1,38;457,05;23,04;245,8;348,65;24,12;199,1;3,16;5,21;137,75;77,6;88,41;108,12;83,18;72,57;32,42;70,18;120,74
24/04/2020;205,4;104,82;52,34;155,76;38,12;266,7;14,56;2,59;1,82;43,7;59,54;48,66;26,3;26,06;62,5;135,35;26,21;12,59;5,9;8,25;105;674,4;8,73;23,78;15,33;4,61;1,34;451,35;22,95;243,3;340,85;23,14;199,2;3,09;5,08;135;76,18;90,45;106,68;80,18;71;31,86;69,94;117,36
27/04/2020;206,8;107;51,07;160,3;40,26;269,7;15,17;2,69;1,89;45,42;63;51,2;27,79;27,25;64,08;140,85;26,82;12,96;6,07;8,4;108,2;685,6;8,91;23,32;15,83;4,88;1,4;464,85;22,95;246,2;350,95;24,61;205,7;3,16;5,16;137;77,32;92,89;107,8;83;74;32,25;73,74;122,92
28/04/2020;205,4;108,73;52,88;167,76;42,55;272,45;15,98;2,93;1,98;47,27;63,02;52,61;29,6;27,72;62,36;139,1;27,58;12,9;6,15;8,68;108,5;676,8;9,08;24,09;16,49;5,14;1,45;466,95;23,05;254,4;357;25,53;212;3,16;5,5;135,65;82,3;91,69;108,84;85,22;76,83;32,8;75,08;126,02
29/04/2020;212,5;109,23;58,39;174,16;45,06;276,5;16,59;3,16;2,07;49,25;61,25;55,67;30,7;28,99;62,54;141;27,71;13,39;6,27;8,96;111,35;681,2;9,35;23,25;17,41;5,38;1,48;476,45;22,91;256,2;359,8;27,23;220,7;3,26;5,99;137,95;87,3;90,21;109,8;86,34;79,53;33,82;75,82;133,32
30/04/2020;209,2;105,55;57,88;168,88;41,88;270,65;16,2;2,99;1,95;46,69;60,14;54,05;28,68;27,55;63,26;141,75;27,14;13,33;6,24;8,71;112,65;667,8;9,14;23,25;16,95;5,01;1,42;460,2;22,16;265,3;352,45;26,47;200,8;3,32;5,85;139,1;84,22;88,71;108,94;83,46;76,65;32,85;74,7;128,22
01/05/2020;209,2;105,55;57,88;168,88;41,88;270,65;16,2;2,99;1,95;46,69;60,14;54,05;28,68;27,55;63,26;141,75;27,14;13,33;6,24;8,71;112,65;667,8;9,14;21,75;16,95;5,01;1,42;460,2;22,16;265,3;352,45;26,47;200,8;3,32;5,85;139,1;84,22;88,71;108,94;83,46;76,65;32,85;74,7;128,22
04/05/2020;193,85;102,64;55;162,76;38,47;257,8;15,42;2,8;1,88;45,43;57,95;51,57;27,11;26,88;61,5;139,55;26,12;12,89;6,01;8,21;107;646,2;8,95;21,9;15,82;4,72;1,38;450,95;22,46;250,2;338,55;24,88;193,9;3,24;5,46;136,2;78;87,94;106,88;80,54;73,14;30,49;70,28;121,04
05/05/2020;198,85;106,05;56,44;163,36;38,53;267,7;15,84;2,8;1,91;46,25;59,31;53,51;28,21;26,76;61,48;144,6;26,41;12,99;6,09;8,69;110,3;665,8;8,96;22,22;16,8;4,85;1,45;451,8;22,37;248,2;342,5;25,81;193,55;3,22;5,62;133,3;80;90,21;108,44;81,36;75,58;32,91;72,54;127,2
06/05/2020;200;105,77;53,7;161,42;38,96;271,9;15,95;2,72;1,86;44,82;58,45;50,62;28;26,34;61,5;145,9;26,27;12,9;6,07;8,42;109,1;650;8,89;23,38;17,63;4,65;1,42;433,5;22,23;243;336,4;25,1;191,5;3,22;5,5;132,55;78,36;91,92;105,3;79,5;74,65;32,2;72,44;126,86
07/05/2020;209,1;109,05;55,75;157;39,49;276,6;16,29;2,69;1,88;45,58;57,92;49,37;28,5;26,88;62,96;148,4;26,32;13,29;6,19;8,56;110,7;672,2;8,84;23,12;18,2;4,89;1,4;442,65;22,93;249;345,55;25,26;194,9;3,31;5,61;134,85;81,08;90,26;107,34;79,32;76,31;32,57;73,92;127,14
08/05/2020;207,9;109;56,07;157,68;39,97;278,4;16,23;2,73;1,91;46,24;57,99;51,42;28,82;27,08;64,06;148,55;26,9;13,66;6,2;8,63;110,7;679,8;8,8;23,11;18,31;5,07;1,41;447,5;22,64;253,5;352,25;26,57;191,05;3,29;5,62;136,7;81,12;89,08;107,74;80,42;79,95;32,99;76,8;128,92
11/05/2020;205,5;106,23;54,5;156,32;39,71;279,1;16,11;2,65;1,86;45,24;57,71;51,37;28,1;26,56;64,08;149,35;26,91;13,52;6,08;8,63;113,65;661,4;8,65;24,33;17,81;4,93;1,41;439,25;23,25;255,9;348,9;25,99;189,65;3,32;5,53;135;78,5;88,44;106,64;80,26;79,77;32,39;75,24;127,3
12/05/2020;204,3;105,77;51,22;151,3;38,84;279,4;15,89;2,66;1,87;45,07;58,42;50,86;27,82;26,17;63,02;149,85;27,38;13,75;6,15;8,71;113,55;670,4;8,75;23,54;17,8;5,06;1,42;435,95;23,78;253,3;346,85;25,68;188,1;3,33;5,6;133,75;77,28;90,52;106,86;81,36;79,53;32,32;76;127,18
13/05/2020;198,15;104,27;49,6;147,38;37;274;15,53;2,54;1,8;42,92;57,42;48,73;26,5;25,77;62,36;148,7;26,71;13,52;6,03;8,53;108,7;673,6;8,69;22,58;17,41;4,79;1,39;422,3;23,1;245,4;335,05;24,03;182,65;3,23;5,33;129,6;75,5;89,01;106;80,18;77,93;31,09;73,26;119,76
14/05/2020;195,25;101,91;49,88;142,94;35,8;267,55;15,17;2,61;1,79;42,21;55,76;47,08;26,23;25,74;60,44;146,2;26,17;13,7;5,88;8,51;107,5;667;8,55;22,44;16,86;4,9;1,38;415,35;22,42;241,4;331;23,18;177,55;3,15;5,21;125,7;73,66;87,7;103,9;77,46;76,17;30,81;72,8;116,42
15/05/2020;200,3;102,05;49,31;146,84;37;269;15,12;2,58;1,76;42,78;56,75;46,65;26,54;25,32;60,66;147;27,08;13,64;5,76;8,52;107,65;665,2;8,5;23,5;16,93;4,9;1,38;411,35;22,42;242,7;330,25;23,51;179,35;3,19;5,2;127,15;73;86,75;103,74;78,14;77,97;30,86;73;121,24
18/05/2020;214,9;106,64;55,34;153,86;39,15;276,65;15,52;2,72;1,85;45,81;60,36;50,25;28,62;27,61;63,1;153,4;28,06;13,95;5,96;8,66;112,1;700;8,96;23,06;18,12;5,25;1,45;429,8;22,56;250,3;350,05;26,17;191,25;3,4;5,53;131,85;79,48;87,09;107,36;83,12;82,7;33,15;79,46;131,28
19/05/2020;218,1;105,27;54,23;157,08;37,93;284,15;15,7;2,6;1,75;45,77;60,39;50,05;28,35;27,37;61,82;152,8;27,52;13,65;6,04;8,38;112,5;690;8,91;23,35;18,59;5,19;1,43;440,05;22,48;248,3;357,5;26,03;188,35;3,39;5,53;132,55;78,48;86,37;108,08;83,16;84,03;32,96;78,02;132,26
20/05/2020;220,2;105,82;55,05;156,76;38,38;295,95;15,58;2,58;1,81;46,16;59,5;50,85;28,82;27,68;62,12;150,75;28,2;13,72;6,25;8,43;112,95;693,6;8,98;23,28;19,37;5,34;1,44;436,05;22,4;253,3;361,75;26,87;190,8;3,46;5,62;134;77,98;87,26;110,2;84,2;85,38;33,37;78,78;133,5
21/05/2020;216,7;105,5;54,65;154,98;37,33;290,05;15,45;2,57;1,78;45,56;58;50,07;28,29;27,23;61,26;148,8;27,88;13,64;6,33;8,22;111,45;691;8,94;23,15;18,88;5,24;1,42;433,25;22,3;248,3;359,85;26,4;189,55;3,46;5,62;134,05;77,32;86,52;106,78;82,42;84,8;32,77;77,68;132,48
22/05/2020;217,8;106,68;54,04;155,5;37,48;291,75;15,33;2,59;1,82;45,36;57,65;50,08;28,38;27,51;61,18;150,55;27,66;13,64;6,41;8,17;110,4;697,8;9,04;23,55;19,15;5,23;1,44;422,9;22,62;248,1;355,3;26,31;193;3,5;5,52;132,95;75,68;86,39;106,38;84,3;84,72;32,67;76,84;132,78
