Date;ADS GY Equity;AI FP Equity;AIR FP Equity;ALV GY Equity;ABI BB Equity;ASML NA Equity;CS FP Equity;BBVA SM Equity;SAN SM  Equity;BAS GY Equity;BAYN GY Equity;BMW GY Equity;BNP FP Equity;CRH ID Equity;BN FP Equity;DB1 GY Equity;DHL GR EQUITY;DTE GY Equity;ENEL IM Equity;ENI IM Equity;EL FP Equity;RMS FP Equity;IBE SM Equity;ITX SM Equity;IFX GY Equity;INGA NA Equity;ISP IM Equity;KER FP Equity;AD NA Equity;OR FP Equity;MC FP Equity;MBG GY Equity;MUV2 GY Equity;NOKIA FH Equity;NDA FH Equity;RI FP Equity;SAF FP Equity;SAN FP Equity;SAP GY Equity;SU FP Equity;SIE GY Equity;TTE FP Equity;DG FP Equity;VOW3 GY Equity
21/03/2023;142,6;150,02;121,6;208,3;57,03;595,2;27,715;6,567;3,376;46,17;57,18;97,34;54,74;46,8;55,35;177,6;41,87;21,995;5,48;12,464;163;1754;11,11;29,12;34,61;11,16;2,355;568;30,645;385,6;806,7;70,48;318,1;4,3515;10,742;202,4;134,14;90,18;113,84;148,98;142,78;55,21;107,04;123,18
22/03/2023;141;151,18;121;208,1;57,59;600,8;27,5;6,585;3,3835;46,56;56,63;98,2;54,47;46,78;56,21;178,45;41,79;21,79;5,504;12,478;163,3;1774;11,055;29,27;35,075;11,09;2,343;572;30,795;393,8;814,9;71,17;318,1;4,344;10,676;206,5;134,84;90,86;113,78;149,38;144,94;54,43;106,72;123,8
23/03/2023;142,3;151,34;119,94;206,8;57,25;617,3;27,225;6,413;3,3195;46,375;55,94;98,83;53,28;45,72;56,11;178,25;42,31;21,84;5,507;12,454;162,8;1801;11,09;29,66;35,89;10,778;2,319;578,1;30,59;397,5;820,8;70,72;315,7;4,3295;10,358;206,4;134,7;95,84;114,68;149,88;145,18;53,43;104,1;122,38
24/03/2023;141,12;149,6;117,4;205,15;57,47;598,7;26,635;6,129;3,22;45,915;55,55;97,76;50,47;44,05;56,27;179,1;41,735;21,72;5,392;12,172;162,1;1787;11,07;29,16;34,155;10,376;2,263;580,5;30,37;398,05;813,4;69,65;314,6;4,3105;9,347;207,7;133,3;97,1;113,98;142,3;140,58;51,81;101,36;119
27/03/2023;141;149,86;119,08;205,6;58,14;605,2;26,96;6,256;3,29;45,93;56;98,65;51,79;44,675;56,82;180,5;41,61;21,83;5,464;12,308;162,6;1806;11,185;29,69;34,65;10,542;2,2715;573,3;30,625;400,65;817;71,48;317;4,3745;9,417;204,9;135,14;98,44;114,36;144,98;141,66;52,13;102,18;120,86
28/03/2023;141,18;150,16;118,72;206,15;58,46;587,7;27,165;6,344;3,3235;46,385;56,87;98,79;51,97;44,98;56,76;180,4;41,545;21,905;5,45;12,546;158,6;1798,5;11,25;29,4;33,565;10,72;2,2935;575,4;30,625;398,1;814,2;71,89;318,8;4,3285;9,383;203,8;135,04;100;113,74;146,08;143,52;53,51;102,72;121,88
29/03/2023;146,42;151,1;120,9;209,35;60,12;605,8;27,885;6,481;3,381;47,18;57,27;98,93;53,37;45,295;57,04;181,2;41,96;22,11;5,508;12,674;160,25;1818,5;11,32;29,75;35,88;10,866;2,328;584,2;30,875;402,9;822;70,36;322,4;4,3975;9,579;206,4;137,46;101;114,6;149,02;146,3;53,84;104,4;122,6
30/03/2023;155;152,7;122,24;211,8;60,65;623,7;28,285;6,619;3,452;47,9;57,78;100,68;54,53;46,145;56,59;177,95;42,44;22,13;5,61;12,886;163,85;1841;11,405;30,34;37,84;10,984;2,365;594,6;31;405,55;827;70,91;322,4;4,471;9,881;206,5;136,96;99,43;115,36;153,1;148,52;54,41;105,42;124,68
31/03/2023;162,78;154,2;123,28;212,8;61,33;625,2;28,165;6,571;3,426;48,36;58,72;100,94;55,21;46,475;57,31;179,45;42,925;22,35;5,627;12,906;166;1864;11,485;30,9;37,68;10,93;2,3675;600;31,49;411,25;844,4;70,78;322,5;4,5155;9,843;208,7;136,54;100,24;116,06;153,68;149,26;54,36;105,72;125,64
03/04/2023;163,04;153,96;125,2;212,95;61,16;617,7;28,22;6,276;3,438;48,79;59,08;100,74;55,8;46,16;57,94;176,05;42,555;22,355;5,602;13,432;163,26;1861;11,36;30,39;36,87;11,142;2,365;593,7;31,595;415,45;844,1;70,41;319,2;4,492;9,793;208,6;135,48;99,64;115,6;151,18;148,26;57,56;104,3;125,86
04/04/2023;163,7;154,44;125,44;213,2;60,99;618,2;28,315;6,386;3,446;49,01;58,82;101,34;56,34;45,9;58,91;178,6;42,53;22,375;5,585;13,31;163,5;1894;11,425;30,57;36,495;11,176;2,328;584,2;31,895;420,35;851;70,44;321,9;4,4895;9,779;207,6;135,68;99,6;116,34;148,46;147,56;56,73;104,56;125,4
05/04/2023;164;155,26;124,38;213,1;61,22;606,2;28,265;6,46;3,418;48,36;59,52;99,09;55,83;43,33;59,49;179,85;42,26;23,045;5,662;13,434;166,9;1909,2;11,705;30,77;35,49;11,126;2,309;565,5;31,905;423,7;844,6;68,43;324,8;4,512;9,662;209,2;134,7;101,4;116,26;142,86;143,94;57,14;105,66;124,08
06/04/2023;163,8;158,04;126,18;216,35;61,08;607;28,7;6,58;3,524;48,41;60,56;98,62;57,23;43,34;59,53;182,25;41,95;22,6;5,849;13,54;167,58;1872;11,76;30,45;35,295;11,422;2,358;555,4;32,015;410,1;829,1;67,82;329,8;4,499;9,876;207,3;136,42;102,44;117;142,64;141,12;57,5;107,16;123,46
07/04/2023;163,8;158,04;126,18;216,35;61,08;607;28,7;6,58;3,524;48,41;60,56;98,62;57,23;43,34;59,53;182,25;41,95;22,6;5,849;13,54;167,58;1872;11,76;30,45;35,295;11,422;2,358;555,4;32,015;410,1;829,1;67,82;329,8;4,499;9,876;207,3;136,42;102,44;117;142,64;141,12;57,5;107,16;123,46
10/04/2023;163,8;158,04;126,18;216,35;61,08;607;28,7;6,58;3,524;48,41;60,56;98,62;57,23;43,34;59,53;182,25;41,95;22,6;5,849;13,54;167,58;1872;11,76;30,45;35,295;11,422;2,358;555,4;32,015;410,1;829,1;67,82;329,8;4,499;9,876;207,3;136,42;102,44;117;142,64;141,12;57,5;107,16;123,46
11/04/2023;165,94;158,82;126;216,4;60,61;610,6;28,935;6,482;3,424;49,11;60,32;100,92;56,92;43,7;59,15;181,95;42,435;22,38;5,904;13,784;169,12;1886,2;11,685;30,49;35,325;11,514;2,377;556,9;32,265;417,15;840,7;68,88;327,4;4,532;10,042;207,9;137;101,5;116,08;146,46;143,34;58,45;108,38;125,5
12/04/2023;163,44;158,98;126,24;218,4;58,64;603,4;29,15;6,598;3,4825;49,425;60,09;102,68;57,07;44,22;58,94;182,95;42,36;22,4;5,992;13,666;170,88;1887,4;11,765;30,41;35,56;11,528;2,3955;554,1;32,225;412,15;836,6;69,34;331,7;4,501;9,995;209,4;137,46;101,84;116,62;147,68;144,82;58,46;108,46;125,52
13/04/2023;162,68;158,76;125,92;219,1;58,14;603,2;29,065;6,628;3,4795;48,805;61,05;102,32;57,54;44,27;58,92;183,45;42,81;22,305;5,757;13,864;174,7;1945,4;11,665;30,97;36,265;11,584;2,388;568,6;31,3;424,1;883,9;69,79;333,6;4,49;10,076;208,4;138,02;101,76;115,96;148,1;144,28;58,23;109,2;126,08
14/04/2023;165,6;158,46;126,28;219,1;58,74;606,5;28,715;6,806;3,6105;49,705;61,36;103,68;59,39;44,7;58,83;180,7;42,875;22,215;5,708;13,802;175,58;1975;11,465;31,09;36,1;12,02;2,4685;576;30,59;420,65;892,8;70,41;333,5;4,5215;10,382;209;136,9;102,04;115,96;150,42;146,16;58,72;108,32;127,7
17/04/2023;162,58;160,02;128,08;216,5;59,42;582,3;28,335;6,712;3,5395;50,06;61,52;103,2;58,19;45,17;59,5;178,65;42,95;22,345;5,72;13,88;171,9;1937,8;11,505;31,47;36,24;11,79;2,4415;567,9;31,13;423,15;873,6;69,25;324,7;4,478;10,212;211,5;139,9;102,48;116,36;151,38;147,06;58,73;108,7;126,9
18/04/2023;163;160,84;128,32;219;58,79;588,6;28,835;6,862;3,6;50,52;61,4;104,1;59,41;45,28;59,09;178,65;43,61;22,455;5,759;13,89;173,06;1972;11,52;31,45;36,705;12,038;2,478;571,7;30,86;424,3;877,5;70,17;329,2;4,345;10,382;208,7;141,7;101,38;116,72;152,1;147,2;58,65;109,46;126,58
19/04/2023;162,24;161,68;128,52;221,75;60,2;566,9;29,28;6,918;3,6375;50,83;61,29;103,78;59,6;45,37;59,46;180,3;43,565;22,505;5,809;13,754;175,62;1964,2;11,7;31,5;35,77;12,102;2,4985;572;31,16;422,3;885;70,61;332,2;4,2705;10,414;210;142,36;101,96;116,02;152,62;146,58;58,07;110,82;125,46
20/04/2023;161,68;162,3;129,28;222,25;59,86;573,4;29,28;6,814;3,5815;50,61;60,99;100,02;58,85;45,35;59,8;182,4;43,61;22,48;5,84;13,584;175,52;1996,2;11,825;31,28;34,775;11,894;2,4895;576,1;31,26;429,55;896,5;68,23;336,1;3,9005;10,446;211,5;142,78;101,5;115,6;152,7;146;57,58;110,3;121,58
21/04/2023;163,5;162,9;127,32;222,55;59,67;580,2;29,265;6,782;3,5445;49,605;60,69;100,6;58,66;44,95;59,86;184,7;43,47;22,38;5,931;13,766;186,52;2003,5;11,835;31,42;34,64;11,722;2,4845;578;31,43;442,6;901,1;69,21;335,2;3,8595;10,41;214,6;142,46;102,88;121,66;152,6;145,64;57,7;110,26;121,9
24/04/2023;161,36;163,28;128,24;223,75;59,82;573,3;29,32;6,814;3,5415;50,24;60,43;101,16;59,14;45,26;60,11;182,95;43,81;22,06;6,028;13,818;184,78;2014;11,82;31,32;34,115;11,824;2,507;584,8;31,585;437,2;902;69,89;338,1;3,8695;10,474;216,6;142,42;102,82;119,88;153,24;145,66;58,21;111,08;122
25/04/2023;160,1;163,28;125,9;224,1;60,08;563,8;29,285;6,648;3,33;50,16;60,43;101,44;57,73;45,55;60,44;186,3;42,545;22,23;6,056;13,614;184,84;1992,6;11,83;31,38;33,835;11,5;2,461;585,2;31,62;432,4;889,4;69,76;337,6;3,7935;10,31;217,4;142,06;104,62;122,58;155,92;147,38;57,65;108,7;120,74
26/04/2023;159,24;160,78;124,08;223,2;60,21;556,6;29,27;6,682;3,294;50,15;60,11;101;57,61;43,95;60,35;183,15;41,715;22,23;6,09;13,746;182,64;1961,6;11,84;31,52;33,915;11,22;2,434;571,8;31,36;427,7;875,4;70,06;335,2;3,8275;10,316;216,2;139,76;102,5;121,7;151,92;145,68;58,4;111,44;121,22
27/04/2023;158,12;162,38;125,54;226,25;59,69;564,2;29,455;6,89;3,283;47,995;59,72;100,64;58,74;43,4;59,46;169;42,925;22,26;6,165;13,482;180,18;1974,4;11,83;30,99;32,4;11,394;2,458;579,8;31,415;433,75;877,1;70,06;336,9;3,802;10,136;215;140,1;101,82;123,62;157,84;147,36;56,87;111,14;122
28/04/2023;159,44;163,18;127,14;227,45;59,1;573,5;29,57;6,65;3,1865;46,85;59,76;101,44;58,59;43,78;59,99;172,9;43,33;21,88;6,199;13,746;179,4;1966,8;11,78;31,16;32,905;11,2;2,3845;579,7;31,22;432,75;871;70,58;340,5;3,842;10,05;209,4;140,94;100;122,86;157,82;148,9;57,94;112,2;123,68
01/05/2023;159,44;163,18;127,14;227,45;59,1;573,5;29,57;6,65;3,1865;46,85;59,76;101,44;58,59;43,78;59,99;172,9;43,33;21,88;6,199;13,746;179,4;1966,8;11,78;31,16;32,905;11,2;2,3845;579,7;31,22;432,75;871;70,58;340,5;3,842;10,05;209,4;140,94;100;122,86;157,82;148,9;57,94;112,2;123,68
02/05/2023;159,22;161,96;125,36;222,35;58,3;572,9;28,84;6,404;3,104;45,185;57,2;100,58;56,96;43,22;60,08;171,9;43,025;21,37;6,098;13,17;180,24;1953,6;11,755;30,83;33,53;11,02;2,3285;562,8;31,425;430,75;868,7;69,56;335,2;3,7545;9,796;211,4;138,86;97,17;121,96;156,02;147,32;55;108,74;123,24
03/05/2023;156,66;162,8;124,4;223,35;58,03;575,3;28,795;6,29;3,12;46,36;57,2;101,02;56,29;43,44;60,42;173,15;43,96;21,28;6,099;13,038;182,78;1994,2;11,73;31,03;33,355;10,968;2,369;566,6;31,38;428,7;879,2;70,25;339,6;3,7365;9,691;212,3;139,58;97,91;123,36;157,86;149,48;54,63;109,58;124,22
04/05/2023;156,42;162,74;122,1;220,95;59,48;577,3;28,145;6,18;3,057;45,895;58,1;103,8;55,94;44,02;60,34;176,15;43,17;21,365;6,087;12,974;182,82;1980,2;11,845;31,43;32,75;10,81;2,3455;558,5;31,105;421,2;873,7;65,06;335,8;3,695;9,596;214,9;137,3;99,15;121,92;156,04;148,5;54,66;108,58;124,96
05/05/2023;170,34;163,4;122,2;215,95;58,72;585,6;28,86;6,29;3,149;47,525;58,7;107,54;57,89;44,74;60,39;175,75;41,84;21,41;6,162;13,57;183,86;1993,8;11,8;31,67;33,185;11,206;2,432;561,4;31,315;424,45;876,9;66,68;338,1;3,7625;9,75;214,5;137,7;101,56;122,18;158,64;150,48;56,13;109,08;127,16
08/05/2023;169,7;163,36;121,26;217;58,78;591,3;27,655;6,388;3,187;46,98;58,31;108,92;58,29;44,95;60,48;174,95;42;21,3;6,119;13,644;184,42;2009,5;11,8;32,06;33,2;11,336;2,463;564,5;31,295;428,3;884,5;66,68;330,3;3,773;9,789;216,9;137,44;100,26;123;158,8;149,82;56,2;109,84;127,12
09/05/2023;165,5;163,5;121,62;215,9;58,2;584,5;27,545;6,31;3,185;46,845;58,33;108,72;58,42;45;58,81;175,15;41,85;21,385;6,112;13,52;183,08;1988,2;11,79;31,43;32,945;11,182;2,4565;549,2;31,805;422,7;880,4;67,15;335,8;3,7605;9,553;214,6;137,5;100,84;122,6;155,4;150,64;55,45;109,8;126,4
10/05/2023;163,72;162;121,7;212,35;56,45;599,6;27,16;6,302;3,1435;47,125;58,29;108,72;57,92;44,91;58,21;172,85;41,535;21,25;6,093;13,432;184,18;1959,8;11,775;31,23;33,4;11,062;2,4155;541,5;31,08;417,2;872,3;67,66;327,3;3,756;9,407;213,1;138,98;98,81;122,68;155,56;149,16;55,59;109,38;126,68
11/05/2023;167,14;162,72;121,32;211,6;56,51;593,3;26,925;6,538;3,139;47,11;53,94;108,4;57,35;45,27;59,02;172,5;41,035;21,54;6,044;13,194;185,7;1988,8;11,77;31,3;33,175;11,498;2,4015;544,9;31,015;423,7;887,6;67,77;324,9;3,7275;9,484;215;139,48;99,16;122,3;157,12;148,86;54,87;108,68;119,64
12/05/2023;164,84;163,7;122,8;212;56,28;596,6;26,945;6,598;3,1425;47,1;53,73;99,41;58,49;45,16;59,09;174;41,11;21,66;6,058;13,386;186,14;1975,4;11,865;31,49;33,77;11,692;2,428;545,4;31,025;421,1;885,4;67,86;327;3,7625;9,488;214,1;140;99,3;121,28;158,16;150,1;55,76;109,24;119,24
15/05/2023;166,18;160,56;123,06;210,55;56,28;595,6;27,6;6,322;3,148;47,725;53,3;100,08;58,64;45,35;59,1;171,8;40,945;21,84;6,018;13,346;184,76;1979,2;11,84;31,25;33,445;11,682;2,4205;551,4;31,03;421,2;881,1;68;325,3;3,786;9,635;214,1;139,64;99,68;120,34;158,46;150,62;55,88;109,22;118,74
16/05/2023;162,12;159,54;126,24;209,05;55,56;604,2;27,76;6,3;3,1395;47,105;53,65;99,57;58,43;45,23;59,19;171,5;40,525;22,01;6,02;13,23;186,56;1976;11,845;30,92;34,2;11,794;2,41;546,5;31,17;419,55;876;67,4;322,6;3,7285;9,606;213,3;142,4;100,34;121,32;158,38;149,6;55,14;109,7;116,6
17/05/2023;162,64;159,6;128,2;208,9;54,36;608,4;27,645;6,368;3,158;46,925;53,79;100,14;58,63;45,55;58,63;165,15;41,015;21,835;5,978;13,396;186,16;1979;11,66;31,28;34,405;11,932;2,403;542;30,9;415,5;874,4;68,38;327,6;3,728;9,568;210,4;143,86;98,86;122,34;159,52;153,42;55,19;110,62;116,52
18/05/2023;164,44;161,3;128,8;210,05;54,76;640,6;27,745;6,464;3,1755;47,455;54,11;102,5;59,64;45,94;58,45;167;41,815;21,79;5,901;13,34;186,38;1983,8;11,505;31,32;35,765;12,072;2,3895;544,8;30,835;417;872,5;70,5;330,5;3,728;9,568;211,3;143,2;99,86;124,04;162,12;157,74;55,69;110,18;120,3
19/05/2023;159,02;162,92;129,24;212,25;54,85;643,4;27,765;6,492;3,2;47,605;54,59;103,38;59,85;46,15;58,75;168,95;42,15;21,855;6,009;13,45;183,42;2002,5;11,63;31,39;35,955;12,02;2,4165;535,1;30,74;421,6;874,3;71,18;339,5;3,813;9,626;212;143,14;101,62;124,48;164,6;159,78;56,12;110,9;120,2
22/05/2023;162,22;162,46;128,2;211,6;54,5;643,2;27,745;6,504;3,2295;47,285;53,92;104,04;57,31;46,13;58,4;168,65;42,315;21,73;6,039;13,27;180,22;2022,5;11,62;31,65;35,955;12,05;2,341;542;30,67;418,75;878,2;71,4;333,7;3,807;9,619;213,4;143,36;100,3;123,7;165,44;157,92;55,92;110,3;120,52
23/05/2023;159,28;160;126,28;211,6;54,51;635;27,86;6,492;3,225;47,465;54,05;104,48;57,08;45,49;58,27;167;41,615;21,875;6,031;13,364;177,16;1890,2;11,645;31,07;35,655;12,214;2,342;525,9;30,69;412,6;834,2;71,26;336,8;3,813;9,615;211,9;139,88;101,1;121,82;163,28;155,44;57,02;109,68;121,16
24/05/2023;154,08;157,84;123,8;205,9;53,44;621,7;27,16;6,34;3,1415;46,425;53,96;102,6;56,04;44,63;57,52;165,65;41,005;21,74;5,965;13,368;175,04;1886,4;11,6;30,77;33,725;11,998;2,252;513,5;30,675;404;817,1;69,92;330,1;3,727;9,465;210;136,58;100,88;120,22;157,66;152,26;56,86;108,46;119,32
25/05/2023;153,96;157,74;124,54;205,6;53,01;652,6;26,965;6,416;3,155;45,915;53,38;102,78;56,18;44,73;57,16;163,15;41,285;21,14;5,88;13,046;174,4;1914,8;11,385;30,8;33,095;11,95;2,251;510,4;30,375;406,65;823,4;70,25;332,3;3,7325;9,41;208,8;137,14;98,5;120,8;161,22;153,64;55;107,8;118,14
26/05/2023;155,44;159,34;125,68;207,4;53,17;682,1;27,095;6,48;3,197;46,91;54,4;104,46;56,31;45,2;57,16;164,8;42,035;21,04;5,954;13,192;176,92;1959,2;11,49;31,13;34,545;12,136;2,245;517,7;30,425;411;843,5;71,44;334;3,8115;9,498;210,3;139,06;99,4;122,64;164;156,68;55,76;108,36;119,76
29/05/2023;154,32;159,66;125,28;207,75;52,95;676,2;27,25;6,4;3,1425;46,705;54,35;104,4;56,1;44,81;57,3;164,1;41,945;21,055;5,957;13,216;175,36;1948,2;11,46;31,24;34,63;11,964;2,2255;514,7;30,485;408,15;840;71,16;334,3;3,811;9,412;210,9;139,18;98,95;121,88;164,1;156;55,73;108,52;120,24
30/05/2023;155,36;159,58;124,44;207,35;51,28;683,1;26,965;6,358;3,1105;45,98;53,42;104,18;55,29;44,84;55,72;163,7;42,38;20,77;6,012;12,906;174,98;1953,4;11,495;31,45;35,095;11,732;2,21;513,3;29,885;404,2;836;71,2;333,8;3,8125;9,25;204,8;137,76;94,31;122,08;164,6;156,66;53,82;107,52;118,8
31/05/2023;151,5;156,64;122,54;199,98;49,91;671,5;26,415;6,12;3,045;44,415;52,14;101,92;54,01;44,1;55,34;161,5;42,3;20,745;5,858;12,45;168,44;1901,8;11,4;31,29;34,73;11,508;2,1555;498,35;29,66;399;813,9;69,77;334;3,795;9,177;202,1;135,44;94,88;122,18;161,34;153,34;53,08;106,32;116,58
01/06/2023;150,74;158,06;125,94;204,2;50,32;677,2;26,775;6,256;3,1145;44,85;51,9;103,5;54,47;44,54;55,35;163,55;42,42;21,045;5,958;12,788;166,6;1908,6;11,51;31,45;35,555;11,676;2,23;496,2;29,395;400,15;805,8;70,56;339,7;3,82;9,309;201,2;137,5;94,21;122,88;163,2;156,68;53,79;107,02;118,08
02/06/2023;159,52;159,38;128,38;210,15;50,91;674,6;27,255;6,49;3,21;46,79;52,61;106,16;56,48;45,46;56,06;165,6;42,775;19,138;6,046;13,142;171,32;1957,2;11,58;32,15;35,805;11,97;2,2715;506,7;29,355;407,8;830,9;72,24;342,6;3,835;9,578;204,3;139,04;94,98;124,36;165,62;159,28;55,18;107,58;121,54
05/06/2023;158,3;158,24;126,72;209,95;50,91;675,2;27,175;6,464;3,183;46,535;52,12;106,44;55,92;44,94;55,95;163,1;42,455;19,436;5,997;13,102;167,22;1918,8;11,57;32,03;35,375;11,848;2,259;501,9;29,55;405,05;814;72,04;338,6;3,834;9,491;199,2;137,24;95,33;123,08;164;158,52;54,85;106,94;122,54
06/06/2023;159,68;157,78;127,44;210,5;51,15;669,2;27,26;6,478;3,209;46,76;52,28;106,7;56,47;44,59;56,17;163,7;42,195;19,254;6,05;12,984;167,76;1914,8;11,685;31,82;35,51;12,058;2,2855;501,9;29,535;403,4;812,3;72,03;336;3,7815;9,586;200,6;136,94;96,37;123,4;164,16;158,36;54,34;106,96;124,04
07/06/2023;159,26;156,9;126,44;208,85;51,66;667,9;27,15;6,488;3,211;46,45;52,13;106,88;56,76;45,21;55,31;163;41,98;19;6,012;13,08;167,78;1891,4;11,53;33,63;36,59;12,074;2,303;504,8;29,43;400,45;812,7;72,47;329,3;3,8;9,708;200;135,36;94,95;123,5;163,82;158,46;54,79;107,68;124,34
08/06/2023;159,02;156,7;126,54;208,9;50,86;662,7;27,06;6,586;3,227;46,87;51,95;107,96;57,01;45,65;54,68;163,95;42,37;18,858;6,074;13,116;168,36;1903,2;11,445;33,37;36,65;12,19;2,324;502,5;29,45;402,35;818;73;329,4;3,754;9,741;199,5;135,44;95,44;123,6;163,98;158,76;55,03;107,22;125,76
09/06/2023;160;156,6;128,42;207,95;51,17;666,6;26,52;6,51;3,2015;46,025;51,15;108,08;56,07;45,26;53,62;164,8;41,735;19,046;6,073;12,984;167,82;1916,4;11,495;33,25;36,83;12,084;2,3095;504,7;29,16;402,2;820;72,6;323,4;3,7805;9,727;198,9;136,64;95,4;123,2;163,94;158,14;54,95;106,7;126,28
12/06/2023;168,84;157,96;129,44;208,6;51,05;671,5;26,23;6,554;3,189;46,295;51,11;110,14;56,43;45,72;53,81;164,95;42,01;19,006;6,111;12,83;165,8;1974;11,545;33,76;37,825;12,054;2,306;509,7;29,205;404,4;834,8;73,6;325,1;3,7975;9,763;200,5;138,5;95,02;123,68;164,18;160,78;53,95;107,16;129,5
13/06/2023;172,8;158,86;130,04;208,95;51,46;680,6;26,38;6,532;3,192;46,77;51,28;112,06;56,68;45,65;53,84;166,95;42,78;18,902;6,07;12,96;167,5;1981,8;11,47;34,11;38,385;12,174;2,312;514,9;29,48;406,35;841,9;74,38;325,2;3,8505;9,857;201,9;139,28;93,93;125,26;166,24;164,46;54,16;106,74;130,84
14/06/2023;174,7;159,58;129,52;209,75;52,32;681,7;26,655;6,776;3,25;46,835;51,8;112,9;57,52;47,27;53,94;167;43,44;19,142;6,108;12,986;167,4;1973;11,57;34,21;38,86;12,312;2,35;523;29,68;412,2;850;75,35;327,4;3,89;9,715;203,7;138,44;93,98;125,48;166,26;164,34;53,91;108,76;131,74
15/06/2023;174,18;160,3;129,9;209,8;53,08;673,8;26,575;6,734;3,194;46,355;51,81;112,52;56,29;47,61;54,66;169,25;43,975;19,364;6,098;13,05;166,48;1950,2;11,59;34,65;38,755;12,222;2,358;516,4;29,61;409,8;843,7;75,18;327,9;3,904;9,73;202,8;138,42;94,26;124,78;164,58;165,78;53,75;108,28;130,08
16/06/2023;174,82;167,94;131,18;210,3;53,46;659,8;26,4;6,79;3,2205;45,7;52,33;111,72;56,57;48,93;55,3;173,05;44,015;19,424;6,111;12,978;172,88;1986;11,82;34,39;38,065;12,288;2,373;527,7;30,085;414,95;868,6;76,1;329,9;3,941;9,913;203,3;140,46;95,66;126,54;162,98;163,78;53,8;110,48;129,02
19/06/2023;172,16;161,5;131,48;210;52,34;661,2;26,37;6,798;3,212;44,065;51,62;111,02;56,81;48,06;54,91;167,7;44,21;19,31;6,098;12,99;170,34;1960,6;11,705;33,9;38,09;12,3;2,3945;518,8;29,795;412,45;853,4;75,54;328,5;3,9075;9,804;201,1;142,9;94,49;125,16;163,12;163,3;53,81;106,06;127,98
20/06/2023;169,44;161,52;132,02;209,25;52;656,4;26,305;6,74;3,193;42,655;50,89;110,52;56,73;48,03;55,13;167,7;43,905;19,242;6,101;12,816;168,44;1950,2;11,945;34,11;37,35;12,244;2,3865;515,5;29,955;412,9;846;75,05;330,5;3,8805;9,794;199,1;143,04;97,97;124,58;161,08;161,52;53,16;107,12;126,1
21/06/2023;176,68;160,88;129,78;208,9;51,68;646;26,26;6,77;3,204;42,615;50,87;109,92;57,04;48,75;56,25;167;42,75;19,236;6,044;13,066;167,9;1921,8;11,825;34,36;36,97;12,298;2,406;511,2;29,815;408,05;838,3;74,05;328,9;3,7915;9,908;196,75;141,7;98,03;123;160,36;160,38;53,85;106,1;125,02
22/06/2023;181,38;160;127,64;208,45;52,61;651,9;26,135;6,732;3,156;42,375;50,5;109,1;55,72;48,56;55,91;166,1;43,185;19,434;6,044;12,886;168,62;1905,6;11,755;34;37,135;12,012;2,379;513;29,805;406,3;839,2;72,35;330,3;3,75;9,575;197,4;140,06;97,62;123,1;159,14;160,52;52,51;105,4;123
23/06/2023;176,88;158,58;126,74;209,15;52,4;640,8;26,41;6,652;3,066;42,235;50,5;108,62;54,85;48,83;56,09;167,7;43,095;19,558;6,057;12,796;167,56;1901,4;11,675;33,9;35,705;11,702;2,335;502,2;30,24;406,4;830,1;72,03;330,6;3,75;9,575;196,75;139,48;98,6;122,58;158,1;156,98;52,05;104;122,36
26/06/2023;176,58;159,72;127,66;209,2;51,76;647,3;26,525;6,748;3,0835;42,785;50,09;109,24;55,23;48,3;55,72;168,1;42,865;19,696;6,08;12,938;167,76;1915,4;11,66;33,93;35,865;11,844;2,332;502,4;30,235;403,95;835;71,98;331,1;3,738;9,617;196,75;139,16;97,84;121,62;159,26;155,48;52,57;104,06;122,74
27/06/2023;173,56;160,68;128,92;211,3;51,52;649,6;26,76;6,784;3,1955;43,11;50,26;108,06;55,67;48,9;55,25;167;43,47;19,906;6,137;12,746;170,18;1915,4;11,79;34,44;35,475;11,976;2,3615;505,7;30,655;407,25;839,6;71,83;336,7;3,7665;9,624;197,15;139,62;97,89;120,8;161,24;157,56;52;104,6;120,7
28/06/2023;172,46;162,5;130,46;211,65;51,36;664,7;26,8;6,854;3,31;44,075;50,3;109,88;55,86;49,97;55,39;166,75;44,095;20,03;6,148;12,802;173,94;1935,4;11,87;34,47;36,07;12,016;2,3635;500;30,99;414,5;849,7;72,54;338,1;3,851;9,687;197,9;141,42;98,84;123,4;162,88;152,72;52,02;105,28;121,72
29/06/2023;173,52;163,2;130,66;211,05;51,07;668,4;26,74;6,958;3,3415;44,04;50,51;111,04;56,79;49,94;55,44;167,4;44,145;19,93;6,137;12,888;168,7;1962;11,855;34,99;36,635;12,184;2,386;501,3;30,985;419,7;855;72,98;338,7;3,843;9,797;199,75;142,26;97,78;123,38;162,98;150,58;51,93;105,62;122,42
30/06/2023;177,78;164,2;132,36;213,2;51,83;663;27,025;7,032;3,385;44,47;50,67;112,52;57,72;50,5;56,14;169,1;44,655;19,976;6,168;13,182;172,6;1990;11,95;35,46;37,785;12,338;2,4;505,6;31,26;427,1;863;73,67;343,6;3,8355;9,966;202,4;143,46;98,2;125,14;166,46;152,54;52,55;106,38;122,94
